,YEAR,MONTH,STATE,energy,energy_2019,change,month_year,state,state_name,population
4,2020,1,CA,13894378,14124214,-0.01627248071998909,Jan 2020,California,California,-39538223.0
42,2020,1,TX,37446869,38718324,-0.03283858567845034,Jan 2020,Texas,Texas,-29145505.0
8,2020,1,FL,18698080,18388924,0.016812076660929154,Jan 2020,Florida,Florida,-21538187.0
33,2020,1,NY,11239096,11615895,-0.03243822365818561,Jan 2020,New York,New York,-20201249.0
37,2020,1,PA,20764805,21069354,-0.014454595997580182,Jan 2020,Pennsylvania,Pennsylvania,-13002700.0
13,2020,1,IL,15344739,17608524,-0.12856188286991005,Jan 2020,Illinois,Illinois,-12812508.0
34,2020,1,OH,11424792,11515081,-0.007840934857514246,Jan 2020,Ohio,Ohio,-11799448.0
9,2020,1,GA,9703510,10811646,-0.10249466177490459,Jan 2020,Georgia,Georgia,-10711908.0
26,2020,1,NC,10917050,11765585,-0.0721200858265866,Jan 2020,North Carolina,North Carolina,-10439388.0
21,2020,1,MI,10714321,10553593,0.015229694758931864,Jan 2020,Michigan,Michigan,-10077331.0
30,2020,1,NJ,5454996,5926222,-0.0795154147110925,Jan 2020,New Jersey,New Jersey,-9288994.0
45,2020,1,VA,9629808,8903311,0.08159851992140901,Jan 2020,Virginia,Virginia,-8631393.0
47,2020,1,WA,10311727,9441799,0.09213583131773934,Jan 2020,Washington,Washington,-7705281.0
3,2020,1,AZ,8550692,9034832,-0.053585943822751766,Jan 2020,Arizona,Arizona,-7151502.0
18,2020,1,MA,1756146,2292099,-0.23382628760799598,Jan 2020,Massachusetts,Massachusetts,-7029917.0
41,2020,1,TN,7109543,7191784,-0.011435410184733022,Jan 2020,Tennessee,Tennessee,-6910840.0
14,2020,1,IN,7679330,10092672,-0.23911824341462795,Jan 2020,Indiana,Indiana,-6785528.0
19,2020,1,MD,2826249,3555003,-0.20499391983635457,Jan 2020,Maryland,Maryland,-6177224.0
23,2020,1,MO,7035317,8012122,-0.12191589194473075,Jan 2020,Missouri,Missouri,-6154913.0
48,2020,1,WI,5579473,5913641,-0.05650799566629087,Jan 2020,Wisconsin,Wisconsin,-5893718.0
5,2020,1,CO,4859407,5052923,-0.038297832759375115,Jan 2020,Colorado,Colorado,-5773714.0
22,2020,1,MN,5313657,5367348,-0.010003264181864115,Jan 2020,Minnesota,Minnesota,-5706494.0
39,2020,1,SC,8750284,9047901,-0.03289348546143465,Jan 2020,South Carolina,South Carolina,-5118425.0
1,2020,1,AL,11566431,12465965,-0.0721591950562993,Jan 2020,Alabama,Alabama,-5024279.0
17,2020,1,LA,7982495,7816799,0.021197423651292555,Jan 2020,Louisiana,Louisiana,-4657757.0
16,2020,1,KY,5837804,7139115,-0.18227903598695355,Jan 2020,Kentucky,Kentucky,-4505836.0
36,2020,1,OR,6044877,5587043,0.08194567323000736,Jan 2020,Oregon,Oregon,-4237256.0
35,2020,1,OK,7150174,7201241,-0.0070914166044435956,Jan 2020,Oklahoma,Oklahoma,-3959353.0
6,2020,1,CT,3760637,3440014,0.09320398114658836,Jan 2020,Connecticut,Connecticut,-3605944.0
44,2020,1,UT,3179559,3732186,-0.14807059455236155,Jan 2020,Utah,Utah,-3271616.0
11,2020,1,IA,5088396,5746758,-0.11456233236200307,Jan 2020,Iowa,Iowa,-3190369.0
32,2020,1,NV,3086087,3092459,-0.0020604961941290086,Jan 2020,Nevada,Nevada,-3104614.0
2,2020,1,AR,4446681,6039707,-0.2637588214130255,Jan 2020,Arkansas,Arkansas,-3011524.0
24,2020,1,MS,5880141,5132777,0.14560616991542785,Jan 2020,Mississippi,Mississippi,-2961279.0
15,2020,1,KS,4364737,4377633,-0.0029458842255620787,Jan 2020,Kansas,Kansas,-2937880.0
31,2020,1,NM,3160923,2917357,0.08348858230240591,Jan 2020,New Mexico,New Mexico,-2117522.0
28,2020,1,NE,3575315,3330481,0.0735131051640889,Jan 2020,Nebraska,Nebraska,-1961504.0
12,2020,1,ID,1511289,1545605,-0.022202309128140762,Jan 2020,Idaho,Idaho,-1839106.0
49,2020,1,WV,4179204,6797577,-0.3851921059518708,Jan 2020,West Virginia,West Virginia,-1793716.0
10,2020,1,HI,793114,771148,0.028484804473330672,Jan 2020,Hawaii,Hawaii,-1455271.0
29,2020,1,NH,1529795,1579463,-0.031446130741904055,Jan 2020,New Hampshire,New Hampshire,-1377529.0
20,2020,1,ME,922368,1115229,-0.17293398934209925,Jan 2020,Maine,Maine,-1362359.0
38,2020,1,RI,513531,429730,0.19500849370534987,Jan 2020,Rhode Island,Rhode Island,-1097379.0
25,2020,1,MT,2162168,2571145,-0.15906415235235663,Jan 2020,Montana,Montana,-1084225.0
7,2020,1,DE,338235,291837,0.1589860093134181,Jan 2020,Delaware,Delaware,-989948.0
40,2020,1,SD,1376830,1404766,-0.019886586093342238,Jan 2020,South Dakota,South Dakota,-886667.0
27,2020,1,ND,3962512,3944454,0.0045780734164982025,Jan 2020,North Dakota,North Dakota,-779094.0
0,2020,1,AK,616446,584720,0.05425844848816527,Jan 2020,Alaska,Alaska,-733391.0
46,2020,1,VT,202300,240258,-0.15798849570045534,Jan 2020,Vermont,Vermont,-643077.0
50,2020,1,WY,3585026,4143632,-0.13481071678179915,Jan 2020,Wyoming,Wyoming,-576851.0
55,2020,2,CA,13110268,14225027,-0.07836603754776704,Feb 2020,California,California,-39538223.0
93,2020,2,TX,35740773,33959651,0.05244818328668925,Feb 2020,Texas,Texas,-29145505.0
59,2020,2,FL,17748863,16408917,0.08165962445906698,Feb 2020,Florida,Florida,-21538187.0
84,2020,2,NY,10337850,10226836,0.010855165761922848,Feb 2020,New York,New York,-20201249.0
88,2020,2,PA,18262539,18245440,0.0009371656698879281,Feb 2020,Pennsylvania,Pennsylvania,-13002700.0
64,2020,2,IL,14158842,14813102,-0.044167656443599726,Feb 2020,Illinois,Illinois,-12812508.0
85,2020,2,OH,10328484,10193198,0.013272184058427982,Feb 2020,Ohio,Ohio,-11799448.0
60,2020,2,GA,9105876,8375317,0.08722762374248043,Feb 2020,Georgia,Georgia,-10711908.0
77,2020,2,NC,10266625,9177524,0.11867046057302602,Feb 2020,North Carolina,North Carolina,-10439388.0
72,2020,2,MI,9166379,9700616,-0.055072481994957845,Feb 2020,Michigan,Michigan,-10077331.0
81,2020,2,NJ,4837398,5563634,-0.13053266983414077,Feb 2020,New Jersey,New Jersey,-9288994.0
96,2020,2,VA,8689300,8233187,0.05539932470864563,Feb 2020,Virginia,Virginia,-8631393.0
98,2020,2,WA,10281089,7970276,0.2899288556632167,Feb 2020,Washington,Washington,-7705281.0
54,2020,2,AZ,7538303,8420858,-0.10480582857471293,Feb 2020,Arizona,Arizona,-7151502.0
69,2020,2,MA,1503717,2046281,-0.2651463801892311,Feb 2020,Massachusetts,Massachusetts,-7029917.0
92,2020,2,TN,6917311,6014747,0.15005851451440932,Feb 2020,Tennessee,Tennessee,-6910840.0
65,2020,2,IN,7088547,8394551,-0.15557758836654872,Feb 2020,Indiana,Indiana,-6785528.0
70,2020,2,MD,2724579,2833274,-0.03836374455841546,Feb 2020,Maryland,Maryland,-6177224.0
74,2020,2,MO,6446985,6812738,-0.05368663817689745,Feb 2020,Missouri,Missouri,-6154913.0
99,2020,2,WI,5304736,5327540,-0.0042803995840481725,Feb 2020,Wisconsin,Wisconsin,-5893718.0
56,2020,2,CO,4568930,4594604,-0.005587859149558917,Feb 2020,Colorado,Colorado,-5773714.0
73,2020,2,MN,4789400,4755372,0.0071556967572673595,Feb 2020,Minnesota,Minnesota,-5706494.0
90,2020,2,SC,8020836,7689413,0.04310120941611538,Feb 2020,South Carolina,South Carolina,-5118425.0
52,2020,2,AL,10712520,10836300,-0.011422718086431716,Feb 2020,Alabama,Alabama,-5024279.0
68,2020,2,LA,7780572,6727430,0.15654447537915667,Feb 2020,Louisiana,Louisiana,-4657757.0
67,2020,2,KY,5178668,5573242,-0.07079793054024928,Feb 2020,Kentucky,Kentucky,-4505836.0
87,2020,2,OR,6155067,5104267,0.20586697365165263,Feb 2020,Oregon,Oregon,-4237256.0
86,2020,2,OK,6692145,6334330,0.056488215801829084,Feb 2020,Oklahoma,Oklahoma,-3959353.0
57,2020,2,CT,3516233,3061130,0.148671568995763,Feb 2020,Connecticut,Connecticut,-3605944.0
95,2020,2,UT,2772911,3501957,-0.20818245341104988,Feb 2020,Utah,Utah,-3271616.0
62,2020,2,IA,5430271,5138992,0.05668018163873382,Feb 2020,Iowa,Iowa,-3190369.0
83,2020,2,NV,2903129,2945577,-0.01441075891073294,Feb 2020,Nevada,Nevada,-3104614.0
53,2020,2,AR,4201037,5525769,-0.23973712980039522,Feb 2020,Arkansas,Arkansas,-3011524.0
75,2020,2,MS,5704121,4362962,0.30739644305863767,Feb 2020,Mississippi,Mississippi,-2961279.0
66,2020,2,KS,4140584,4436663,-0.06673461563341637,Feb 2020,Kansas,Kansas,-2937880.0
82,2020,2,NM,2658374,3018797,-0.11939292373750206,Feb 2020,New Mexico,New Mexico,-2117522.0
79,2020,2,NE,3252751,2988688,0.08835415406358911,Feb 2020,Nebraska,Nebraska,-1961504.0
63,2020,2,ID,1534960,1534513,0.00029129762993210224,Feb 2020,Idaho,Idaho,-1839106.0
100,2020,2,WV,4926291,4832714,0.01936323978617398,Feb 2020,West Virginia,West Virginia,-1793716.0
61,2020,2,HI,702621,664434,0.05747297699997291,Feb 2020,Hawaii,Hawaii,-1455271.0
80,2020,2,NH,1345498,1265975,0.06281561642212524,Feb 2020,New Hampshire,New Hampshire,-1377529.0
71,2020,2,ME,829579,1041232,-0.20327170121548319,Feb 2020,Maine,Maine,-1362359.0
89,2020,2,RI,574567,359839,0.596733539166127,Feb 2020,Rhode Island,Rhode Island,-1097379.0
76,2020,2,MT,2058199,2389591,-0.13868147310564863,Feb 2020,Montana,Montana,-1084225.0
58,2020,2,DE,303669,312563,-0.028455063459206623,Feb 2020,Delaware,Delaware,-989948.0
91,2020,2,SD,1343416,1057615,0.2702316060192036,Feb 2020,South Dakota,South Dakota,-886667.0
78,2020,2,ND,3856995,3255862,0.18463098251707227,Feb 2020,North Dakota,North Dakota,-779094.0
51,2020,2,AK,550454,526677,0.045145316769101364,Feb 2020,Alaska,Alaska,-733391.0
97,2020,2,VT,184343,225472,-0.18241289384047688,Feb 2020,Vermont,Vermont,-643077.0
101,2020,2,WY,3275258,3933853,-0.1674172878345988,Feb 2020,Wyoming,Wyoming,-576851.0
106,2020,3,CA,14502058,16547329,-0.12360127728166884,Mar 2020,California,California,-39538223.0
144,2020,3,TX,35127855,35387841,-0.007346760713658683,Mar 2020,Texas,Texas,-29145505.0
110,2020,3,FL,19627322,17791536,0.1031831090918738,Mar 2020,Florida,Florida,-21538187.0
135,2020,3,NY,10166667,9548942,0.06469041282269805,Mar 2020,New York,New York,-20201249.0
139,2020,3,PA,18338187,19103748,-0.04007386403966384,Mar 2020,Pennsylvania,Pennsylvania,-13002700.0
115,2020,3,IL,13919493,15658075,-0.11103421078261536,Mar 2020,Illinois,Illinois,-12812508.0
136,2020,3,OH,8918117,10513217,-0.1517233022014099,Mar 2020,Ohio,Ohio,-11799448.0
111,2020,3,GA,8064369,8220918,-0.019042763837323277,Mar 2020,Georgia,Georgia,-10711908.0
128,2020,3,NC,9344807,9761556,-0.04269288625706803,Mar 2020,North Carolina,North Carolina,-10439388.0
123,2020,3,MI,8854681,9577433,-0.07546406223880658,Mar 2020,Michigan,Michigan,-10077331.0
132,2020,3,NJ,4434153,5442446,-0.1852646769485632,Mar 2020,New Jersey,New Jersey,-9288994.0
147,2020,3,VA,9022899,7581236,0.19016199996939814,Mar 2020,Virginia,Virginia,-8631393.0
149,2020,3,WA,9334182,8222490,0.13520138060368575,Mar 2020,Washington,Washington,-7705281.0
105,2020,3,AZ,7135429,8711561,-0.18092417650522105,Mar 2020,Arizona,Arizona,-7151502.0
120,2020,3,MA,885129,2101661,-0.5788431150409129,Mar 2020,Massachusetts,Massachusetts,-7029917.0
143,2020,3,TN,6599902,7392318,-0.10719452274645111,Mar 2020,Tennessee,Tennessee,-6910840.0
116,2020,3,IN,6955587,9147486,-0.2396176392071002,Mar 2020,Indiana,Indiana,-6785528.0
121,2020,3,MD,2861879,3479140,-0.17741769517754388,Mar 2020,Maryland,Maryland,-6177224.0
125,2020,3,MO,5355813,6574261,-0.18533611610491277,Mar 2020,Missouri,Missouri,-6154913.0
150,2020,3,WI,5025266,5157387,-0.02561781770497347,Mar 2020,Wisconsin,Wisconsin,-5893718.0
107,2020,3,CO,4374000,4552975,-0.03930946249430318,Mar 2020,Colorado,Colorado,-5773714.0
124,2020,3,MN,4669810,4768768,-0.02075127160725789,Mar 2020,Minnesota,Minnesota,-5706494.0
141,2020,3,SC,8378917,7893725,0.06146553116557772,Mar 2020,South Carolina,South Carolina,-5118425.0
103,2020,3,AL,10633473,11109092,-0.04281349006741505,Mar 2020,Alabama,Alabama,-5024279.0
119,2020,3,LA,8480361,7200758,0.17770393061397147,Mar 2020,Louisiana,Louisiana,-4657757.0
118,2020,3,KY,4089949,5936450,-0.31104464789562786,Mar 2020,Kentucky,Kentucky,-4505836.0
138,2020,3,OR,5942527,5645647,0.05258564695950703,Mar 2020,Oregon,Oregon,-4237256.0
137,2020,3,OK,6280990,6307875,-0.00426213265164576,Mar 2020,Oklahoma,Oklahoma,-3959353.0
108,2020,3,CT,3463750,3246279,0.06699085321994813,Mar 2020,Connecticut,Connecticut,-3605944.0
146,2020,3,UT,2510935,3184980,-0.2116324121344561,Mar 2020,Utah,Utah,-3271616.0
113,2020,3,IA,4353422,5589524,-0.22114620135811205,Mar 2020,Iowa,Iowa,-3190369.0
134,2020,3,NV,3138008,2959365,0.06036531485639656,Mar 2020,Nevada,Nevada,-3104614.0
104,2020,3,AR,4403272,5121214,-0.14018980655758576,Mar 2020,Arkansas,Arkansas,-3011524.0
126,2020,3,MS,4215011,4971584,-0.15217946634312124,Mar 2020,Mississippi,Mississippi,-2961279.0
117,2020,3,KS,4035070,4147479,-0.027102970262176132,Mar 2020,Kansas,Kansas,-2937880.0
133,2020,3,NM,2584401,2186412,0.18202836427901053,Mar 2020,New Mexico,New Mexico,-2117522.0
130,2020,3,NE,3015523,3123398,-0.034537705409301026,Mar 2020,Nebraska,Nebraska,-1961504.0
114,2020,3,ID,1486639,1468030,0.012676171467885534,Mar 2020,Idaho,Idaho,-1839106.0
151,2020,3,WV,3916829,4685030,-0.16396928087973822,Mar 2020,West Virginia,West Virginia,-1793716.0
112,2020,3,HI,741277,720796,0.028414419613871332,Mar 2020,Hawaii,Hawaii,-1455271.0
131,2020,3,NH,1400750,1496034,-0.06369106584476021,Mar 2020,New Hampshire,New Hampshire,-1377529.0
122,2020,3,ME,970379,1048142,-0.07419128324215613,Mar 2020,Maine,Maine,-1362359.0
140,2020,3,RI,630557,556951,0.1321588434171049,Mar 2020,Rhode Island,Rhode Island,-1097379.0
127,2020,3,MT,2053600,2580503,-0.20418616060512235,Mar 2020,Montana,Montana,-1084225.0
109,2020,3,DE,279874,440166,-0.3641626113784345,Mar 2020,Delaware,Delaware,-989948.0
142,2020,3,SD,1317506,1534006,-0.1411337374169332,Mar 2020,South Dakota,South Dakota,-886667.0
129,2020,3,ND,3494965,3782011,-0.07589771684958081,Mar 2020,North Dakota,North Dakota,-779094.0
102,2020,3,AK,524103,539773,-0.0290307221739509,Mar 2020,Alaska,Alaska,-733391.0
148,2020,3,VT,243935,233565,0.044398775501466405,Mar 2020,Vermont,Vermont,-643077.0
152,2020,3,WY,3458323,3602365,-0.0399853984812755,Mar 2020,Wyoming,Wyoming,-576851.0
157,2020,4,CA,13975893,16204298,-0.13751937911781184,Apr 2020,California,California,-39538223.0
195,2020,4,TX,33608447,33427334,0.005418110819127843,Apr 2020,Texas,Texas,-29145505.0
161,2020,4,FL,19493559,18169391,0.0728790524679666,Apr 2020,Florida,Florida,-21538187.0
186,2020,4,NY,9012812,8966698,0.005142807307662196,Apr 2020,New York,New York,-20201249.0
190,2020,4,PA,14542663,15378192,-0.05433206972575189,Apr 2020,Pennsylvania,Pennsylvania,-13002700.0
166,2020,4,IL,12730288,14361425,-0.11357765681330369,Apr 2020,Illinois,Illinois,-12812508.0
187,2020,4,OH,7975063,8284379,-0.0373372584716368,Apr 2020,Ohio,Ohio,-11799448.0
162,2020,4,GA,8127617,10024010,-0.18918506665496143,Apr 2020,Georgia,Georgia,-10711908.0
179,2020,4,NC,8029164,8132911,-0.012756441082411944,Apr 2020,North Carolina,North Carolina,-10439388.0
174,2020,4,MI,6547298,8580872,-0.23698920109751084,Apr 2020,Michigan,Michigan,-10077331.0
183,2020,4,NJ,4279978,5362036,-0.20179983871797952,Apr 2020,New Jersey,New Jersey,-9288994.0
198,2020,4,VA,7956985,6537274,0.21717171408143518,Apr 2020,Virginia,Virginia,-8631393.0
200,2020,4,WA,8127886,8351157,-0.026735337390974688,Apr 2020,Washington,Washington,-7705281.0
156,2020,4,AZ,7085865,7699422,-0.07968870910050131,Apr 2020,Arizona,Arizona,-7151502.0
171,2020,4,MA,980723,1786144,-0.45092724886683266,Apr 2020,Massachusetts,Massachusetts,-7029917.0
194,2020,4,TN,4859801,5708464,-0.1486674874362,Apr 2020,Tennessee,Tennessee,-6910840.0
167,2020,4,IN,6302110,8226051,-0.233883913435499,Apr 2020,Indiana,Indiana,-6785528.0
172,2020,4,MD,2929146,2894093,0.012111912091283867,Apr 2020,Maryland,Maryland,-6177224.0
176,2020,4,MO,4409213,4863594,-0.09342494459858286,Apr 2020,Missouri,Missouri,-6154913.0
201,2020,4,WI,4301663,4524202,-0.04918856408268243,Apr 2020,Wisconsin,Wisconsin,-5893718.0
158,2020,4,CO,4002712,4163252,-0.03856120167599751,Apr 2020,Colorado,Colorado,-5773714.0
175,2020,4,MN,3981203,4213406,-0.05511052103689984,Apr 2020,Minnesota,Minnesota,-5706494.0
192,2020,4,SC,7109332,7848030,-0.09412527729888902,Apr 2020,South Carolina,South Carolina,-5118425.0
154,2020,4,AL,9207198,9662184,-0.04708935371133483,Apr 2020,Alabama,Alabama,-5024279.0
170,2020,4,LA,7919025,7697916,0.028723228468588123,Apr 2020,Louisiana,Louisiana,-4657757.0
169,2020,4,KY,3608595,4224040,-0.1457005615477126,Apr 2020,Kentucky,Kentucky,-4505836.0
189,2020,4,OR,4767422,5109454,-0.06694100778674199,Apr 2020,Oregon,Oregon,-4237256.0
188,2020,4,OK,6008988,6309793,-0.047672720800825005,Apr 2020,Oklahoma,Oklahoma,-3959353.0
159,2020,4,CT,2932475,2578231,0.13739808419028396,Apr 2020,Connecticut,Connecticut,-3605944.0
197,2020,4,UT,2080140,2253976,-0.07712415748881088,Apr 2020,Utah,Utah,-3271616.0
164,2020,4,IA,4474319,4597542,-0.026801930248815563,Apr 2020,Iowa,Iowa,-3190369.0
185,2020,4,NV,2930833,2762482,0.060941935549263304,Apr 2020,Nevada,Nevada,-3104614.0
155,2020,4,AR,3235428,4141019,-0.21868796062032075,Apr 2020,Arkansas,Arkansas,-3011524.0
177,2020,4,MS,4217333,4965972,-0.1507537698561329,Apr 2020,Mississippi,Mississippi,-2961279.0
168,2020,4,KS,3954615,3607847,0.0961149405725908,Apr 2020,Kansas,Kansas,-2937880.0
184,2020,4,NM,2511038,2544116,-0.013001765642761572,Apr 2020,New Mexico,New Mexico,-2117522.0
181,2020,4,NE,2694097,2729668,-0.01303125508303574,Apr 2020,Nebraska,Nebraska,-1961504.0
165,2020,4,ID,1403930,1436630,-0.022761601804222382,Apr 2020,Idaho,Idaho,-1839106.0
202,2020,4,WV,3436568,4158222,-0.17354869461034067,Apr 2020,West Virginia,West Virginia,-1793716.0
163,2020,4,HI,678734,748365,-0.09304416962311171,Apr 2020,Hawaii,Hawaii,-1455271.0
182,2020,4,NH,588987,1449607,-0.5936919454721176,Apr 2020,New Hampshire,New Hampshire,-1377529.0
173,2020,4,ME,1028712,903954,0.13801365998712323,Apr 2020,Maine,Maine,-1362359.0
191,2020,4,RI,678897,582763,0.1649624289805633,Apr 2020,Rhode Island,Rhode Island,-1097379.0
178,2020,4,MT,2163909,2007748,0.0777791834433405,Apr 2020,Montana,Montana,-1084225.0
160,2020,4,DE,410953,340250,0.20779720793534165,Apr 2020,Delaware,Delaware,-989948.0
193,2020,4,SD,1365925,1426717,-0.04260971166671456,Apr 2020,South Dakota,South Dakota,-886667.0
180,2020,4,ND,3229728,2967214,0.0884715426659486,Apr 2020,North Dakota,North Dakota,-779094.0
153,2020,4,AK,459813,512672,-0.10310490918169903,Apr 2020,Alaska,Alaska,-733391.0
199,2020,4,VT,241857,240266,0.006621827474549042,Apr 2020,Vermont,Vermont,-643077.0
203,2020,4,WY,2963180,2922523,0.013911609934293075,Apr 2020,Wyoming,Wyoming,-576851.0
208,2020,5,CA,15397397,16253899,-0.052695171786166506,May 2020,California,California,-39538223.0
246,2020,5,TX,38518731,40327466,-0.044851193972862066,May 2020,Texas,Texas,-29145505.0
212,2020,5,FL,20785114,22148311,-0.061548575871090125,May 2020,Florida,Florida,-21538187.0
237,2020,5,NY,9072667,9925374,-0.08591182558964529,May 2020,New York,New York,-20201249.0
241,2020,5,PA,16325139,17183692,-0.049963244220159436,May 2020,Pennsylvania,Pennsylvania,-13002700.0
217,2020,5,IL,13356051,14643882,-0.08794327897479644,May 2020,Illinois,Illinois,-12812508.0
238,2020,5,OH,8189507,9739014,-0.15910306731256368,May 2020,Ohio,Ohio,-11799448.0
213,2020,5,GA,9839226,11741926,-0.1620432627492287,May 2020,Georgia,Georgia,-10711908.0
230,2020,5,NC,9155999,11127288,-0.1771580820052469,May 2020,North Carolina,North Carolina,-10439388.0
225,2020,5,MI,6879683,9135214,-0.2469051080795699,May 2020,Michigan,Michigan,-10077331.0
234,2020,5,NJ,4155063,4874139,-0.14752882509095452,May 2020,New Jersey,New Jersey,-9288994.0
249,2020,5,VA,7691091,6867580,0.11991283683626547,May 2020,Virginia,Virginia,-8631393.0
251,2020,5,WA,10670037,9779454,0.09106674053582132,May 2020,Washington,Washington,-7705281.0
207,2020,5,AZ,9353287,8421990,0.11057920990169781,May 2020,Arizona,Arizona,-7151502.0
222,2020,5,MA,838861,1479418,-0.4329790498696109,May 2020,Massachusetts,Massachusetts,-7029917.0
245,2020,5,TN,4917996,7191573,-0.316144604247221,May 2020,Tennessee,Tennessee,-6910840.0
218,2020,5,IN,6015371,7741444,-0.2229652504106469,May 2020,Indiana,Indiana,-6785528.0
223,2020,5,MD,2732035,3377867,-0.1911952128369767,May 2020,Maryland,Maryland,-6177224.0
227,2020,5,MO,5117606,5913765,-0.13462810916564996,May 2020,Missouri,Missouri,-6154913.0
252,2020,5,WI,4468678,4826089,-0.0740581037771993,May 2020,Wisconsin,Wisconsin,-5893718.0
209,2020,5,CO,4028114,4142228,-0.02754894226005908,May 2020,Colorado,Colorado,-5773714.0
226,2020,5,MN,3816873,4696250,-0.18725089166888476,May 2020,Minnesota,Minnesota,-5706494.0
243,2020,5,SC,7306793,8944013,-0.18305205951735534,May 2020,South Carolina,South Carolina,-5118425.0
205,2020,5,AL,10901228,12255001,-0.1104669840500217,May 2020,Alabama,Alabama,-5024279.0
221,2020,5,LA,8388374,8561607,-0.020233701453477134,May 2020,Louisiana,Louisiana,-4657757.0
220,2020,5,KY,4551806,5677291,-0.19824331710317475,May 2020,Kentucky,Kentucky,-4505836.0
240,2020,5,OR,4560253,4597194,-0.008035553861768723,May 2020,Oregon,Oregon,-4237256.0
239,2020,5,OK,6374979,6217418,0.025341870210431404,May 2020,Oklahoma,Oklahoma,-3959353.0
210,2020,5,CT,2658629,2796280,-0.04922647231321613,May 2020,Connecticut,Connecticut,-3605944.0
248,2020,5,UT,2423817,2758187,-0.12122818358581199,May 2020,Utah,Utah,-3271616.0
215,2020,5,IA,4299915,4477115,-0.039579059282596044,May 2020,Iowa,Iowa,-3190369.0
236,2020,5,NV,3150694,2857065,0.10277295056290284,May 2020,Nevada,Nevada,-3104614.0
206,2020,5,AR,4094709,5203857,-0.21313960010815056,May 2020,Arkansas,Arkansas,-3011524.0
228,2020,5,MS,5323106,5299131,0.004524326724513888,May 2020,Mississippi,Mississippi,-2961279.0
219,2020,5,KS,3978161,3928256,0.012704110933706969,May 2020,Kansas,Kansas,-2937880.0
235,2020,5,NM,2542711,2498381,0.017743490684567327,May 2020,New Mexico,New Mexico,-2117522.0
232,2020,5,NE,2821590,2442661,0.15512959022967165,May 2020,Nebraska,Nebraska,-1961504.0
216,2020,5,ID,1387530,1428322,-0.028559386468877467,May 2020,Idaho,Idaho,-1839106.0
253,2020,5,WV,4946153,5542052,-0.10752317011821615,May 2020,West Virginia,West Virginia,-1793716.0
214,2020,5,HI,712238,821538,-0.1330431459043891,May 2020,Hawaii,Hawaii,-1455271.0
233,2020,5,NH,1301827,1266969,0.027512906787774603,May 2020,New Hampshire,New Hampshire,-1377529.0
224,2020,5,ME,981272,904606,0.08475070914851328,May 2020,Maine,Maine,-1362359.0
242,2020,5,RI,652300,613312,0.06356960242095377,May 2020,Rhode Island,Rhode Island,-1097379.0
229,2020,5,MT,1687020,1752406,-0.037312129723363195,May 2020,Montana,Montana,-1084225.0
211,2020,5,DE,368814,391285,-0.05742872842046079,May 2020,Delaware,Delaware,-989948.0
244,2020,5,SD,1033672,1445888,-0.28509538774787535,May 2020,South Dakota,South Dakota,-886667.0
231,2020,5,ND,3087158,2887437,0.06916895502828287,May 2020,North Dakota,North Dakota,-779094.0
204,2020,5,AK,518054,515196,0.005547403318348745,May 2020,Alaska,Alaska,-733391.0
250,2020,5,VT,244235,239471,0.019893849359630185,May 2020,Vermont,Vermont,-643077.0
254,2020,5,WY,2949719,2470875,0.19379531542469772,May 2020,Wyoming,Wyoming,-576851.0
259,2020,6,CA,17161055,17939475,-0.04339145933757816,Jun 2020,California,California,-39538223.0
297,2020,6,TX,43621404,43505437,0.0026655748797558337,Jun 2020,Texas,Texas,-29145505.0
263,2020,6,FL,23181429,22923871,0.011235362474339521,Jun 2020,Florida,Florida,-21538187.0
288,2020,6,NY,11074652,10778240,0.027500964907072028,Jun 2020,New York,New York,-20201249.0
292,2020,6,PA,19488482,18879585,0.03225160934416726,Jun 2020,Pennsylvania,Pennsylvania,-13002700.0
268,2020,6,IL,14652043,15003385,-0.02341751544734738,Jun 2020,Illinois,Illinois,-12812508.0
289,2020,6,OH,9829055,10398879,-0.05479667568013821,Jun 2020,Ohio,Ohio,-11799448.0
264,2020,6,GA,10194550,11752996,-0.13259989197647987,Jun 2020,Georgia,Georgia,-10711908.0
281,2020,6,NC,11146431,11553571,-0.03523932124535349,Jun 2020,North Carolina,North Carolina,-10439388.0
276,2020,6,MI,8525409,9778766,-0.12817128459766805,Jun 2020,Michigan,Michigan,-10077331.0
285,2020,6,NJ,5693587,5776390,-0.014334731553790517,Jun 2020,New Jersey,New Jersey,-9288994.0
300,2020,6,VA,8576532,9020859,-0.04925550881573473,Jun 2020,Virginia,Virginia,-8631393.0
302,2020,6,WA,10347034,9263435,0.11697593819139444,Jun 2020,Washington,Washington,-7705281.0
258,2020,6,AZ,9954225,10212233,-0.02526460177710399,Jun 2020,Arizona,Arizona,-7151502.0
273,2020,6,MA,1462634,1382645,0.057852160171265946,Jun 2020,Massachusetts,Massachusetts,-7029917.0
296,2020,6,TN,7382930,6803876,0.08510648930109838,Jun 2020,Tennessee,Tennessee,-6910840.0
269,2020,6,IN,7614805,7314295,0.04108529940342849,Jun 2020,Indiana,Indiana,-6785528.0
274,2020,6,MD,3267659,3177388,0.02841044279137455,Jun 2020,Maryland,Maryland,-6177224.0
278,2020,6,MO,6095005,6342112,-0.038962888072616816,Jun 2020,Missouri,Missouri,-6154913.0
303,2020,6,WI,5521776,4833697,0.14235046176870417,Jun 2020,Wisconsin,Wisconsin,-5893718.0
